order_id,order_date,customer_id,customer_name,customer_region,customer_segment,product_category,product_name,quantity,unit_price_egp,discount_pct,total_revenue_egp,total_cost_egp,profit_egp,payment_method,sales_channel,sales_rep,delivery_days,customer_rating,promo_applied,returned
ORD101523,2023-11-23,CUST0372,Karim Sherif,Alexandria,SMB,Electronics,Bluetooth Speaker,1,893.36,15.0,759.36,528.84,230.52,Card,In-store,Khaled T.,0,5.0,True,False
ORD102284,2024-03-28,CUST0361,Sara Khalil,Cairo,Consumer,Clothing,Men's T-Shirt,1,359.63,0.0,359.63,143.85,215.78,Card,Online,,3,3.0,False,False
ORD100727,2023-05-09,CUST0155,Dina Abdel Rahman,Aswan,Consumer,Electronics,Wireless Earbuds,1,1257.31,0.0,1257.31,784.84,472.47,Card,In-store,Youssef A.,0,5.0,False,False
ORD100519,2023-04-08,CUST0062,Omar Ibrahim,Aswan,Consumer,Sports,Yoga Mat,1,434.27,0.0,434.27,214.37,219.9,Card,In-store,Sara M.,0,4.0,False,False
ORD104738,2025-05-18,CUST0239,Youssef Mostafa,giza,Consumer,Beauty,Makeup Kit,2,626.66,0.0,1253.32,477.9,775.42,Card,Online,Mona K.,2,4.0,False,False
ORD102960,2024-08-14,CUST0279,Adel Abdel Rahman,Mansoura,Enterprise,Electronics,Power Bank,1,571.09,0.0,571.09,352.6,218.49,Mobile Wallet,Online,Sara M.,0,4.0,False,False
ORD105051,2025-07-15,CUST0506,Adel Khalil,Mansoura,Consumer,Electronics,Smart Watch,1,3489.07,0.0,3489.07,2101.28,1387.79,Mobile Wallet,Online,Khaled T.,2,3.0,False,False
ORD102550,2024-05-18,CUST0519,Ahmed Ibrahim,Giza,Consumer,Clothing,Women's Dress,1,944.11,0.0,944.11,408.59,535.52,Card,In-store,Youssef A.,0,,False,False
ORD105133,2025-08-02,CUST0025,Yasmin Khalil,Mansoura,SMB,Home & Kitchen,Cookware Set,1,2184.98,0.0,2184.98,1268.32,916.66,Mobile Wallet,In-store,Omar F.,0,4.0,False,False
ORD104153,2025-02-25,CUST0125,Laila Mostafa,Tanta,Consumer,Beauty,Skincare Set,1,850.46,0.0,850.46,351.25,499.21,Cash,Phone,Youssef A.,0,4.0,False,False
ORD102593,2024-05-25,CUST0056,Youssef Farouk,Cairo,Consumer,Groceries,Coffee 250g,1,168.73,0.0,168.73,104.95,63.78,Cash,Online,Sara M.,3,2.0,False,False
ORD102863,2024-07-19,CUST0258,Rania Aziz,Tanta,SMB,Home & Kitchen,Cookware Set,1,2031.74,0.0,2031.74,1352.9,678.84,Card,Phone,Youssef A.,0,2.0,False,False
ORD101491,2023-11-20,CUST0260,Dina Sherif,Alexandria,Consumer,Beauty,Hair Dryer,1,960.84,15.0,816.71,455.73,360.98,Card,Online,,3,2.0,True,False
ORD101382,2023-10-24,CUST0064,Khaled Mahmoud,Mansoura,Consumer,Clothing,Hoodie,1,693.88,0.0,693.88,310.79,383.09,Mobile Wallet,In-store,Khaled T.,0,4.0,False,False
ORD103651,2024-12-15,CUST0257,Sara Farouk,Giza,Consumer,Home & Kitchen,Air Fryer,1,2797.04,0.0,2797.04,1720.85,1076.19,Installment,Online,Youssef A.,1,2.0,False,False
ORD105699,2025-11-13,CUST0527,Omar Ibrahim,Cairo,Consumer,Home & Kitchen,Air Fryer,2,2946.03,0.0,5892.06,3265.62,2626.44,Mobile Wallet,In-store,Mona K.,0,4.0,False,False
ORD100139,2023-02-01,CUST0427,Nada Ibrahim,Cairo,Consumer,Beauty,Skincare Set,1,779.18,0.0,779.18,343.42,435.76,Card,In-store,Omar F.,0,3.0,False,False
ORD101170,2023-09-05,CUST0422,Mona Khalil,Cairo,Consumer,Sports,Football,1,361.71,0.0,361.71,187.33,174.38,Mobile Wallet,Online,,1,4.0,False,False
ORD103262,2024-10-15,CUST0030,Mona Abdel Rahman,Cairo,Consumer,Groceries,Rice 5kg,2,212.1,0.0,424.2,299.42,124.78,Mobile Wallet,Online,,1,2.0,False,False
ORD102132,2024-03-10,CUST0043,Ahmed Khalil,Cairo,Consumer,Beauty,Skincare Set,1,792.42,0.0,792.42,348.7,443.72,Card,Online,Mona K.,1,5.0,False,False
ORD100872,2023-06-11,CUST0562,Amr Farouk,Cairo,Consumer,Electronics,Phone Case,1,249.46,0.0,249.46,93.27,156.19,Cash,Phone,Khaled T.,0,4.0,False,False
ORD101235,2023-09-21,CUST0525,Nada Abdel Rahman,Cairo,SMB,Clothing,Sneakers,1,1489.78,0.0,1489.78,728.46,761.32,Cash,In-store,Sara M.,0,5.0,False,False
ORD104548,2025-04-15,CUST0225,Mahmoud El-Sayed,cairo,Consumer,Sports,Football,1,372.99,0.0,372.99,188.28,184.71,Card,In-store,Nourhan S.,0,,False,False
ORD104524,2025-04-10,CUST0277,Tarek Mostafa,Mansoura,Consumer,Electronics,Bluetooth Speaker,2,991.48,0.0,1982.96,1151.76,831.2,Card,Online,,0,5.0,False,False
ORD102726,2024-06-17,CUST0232,Hassan Mahmoud,Tanta,Consumer,Beauty,Makeup Kit,2,619.41,0.0,1238.82,513.62,725.2,Card,In-store,Omar F.,0,1.0,False,False
ORD105890,2025-12-01,CUST0599,Mahmoud Khalil,Mansoura,Consumer,Beauty,Makeup Kit,1,592.0,0.0,592.0,239.47,352.53,Mobile Wallet,Online,Sara M.,1,4.0,False,False
ORD105015,2025-07-07,CUST0599,Mahmoud Khalil,Mansoura,Consumer,Home & Kitchen,Air Fryer,2,3000.21,0.0,6000.42,3446.74,2553.68,Cash,Online,Khaled T.,5,1.0,False,False
ORD102825,2024-07-11,CUST0307,Ahmed Farouk,Mansoura,Consumer,Electronics,Wireless Earbuds,2,1203.35,0.0,2406.7,1462.6,944.1,Mobile Wallet,In-store,Khaled T.,0,5.0,False,False
ORD103538,2024-11-29,CUST0076,Nourhan Khalil,Mansoura,SMB,Electronics,Smart Watch,1,3562.27,10.0,3206.04,2202.23,1003.81,Mobile Wallet,Online,Khaled T.,4,,True,False
ORD100525,2023-04-09,CUST0247,Tarek Hassan,Cairo,Consumer,Beauty,Makeup Kit,1,596.26,0.0,596.26,245.65,350.61,Cash,Phone,Omar F.,0,2.0,False,False
ORD103469,2024-11-23,CUST0307,Ahmed Farouk,Mansoura,Consumer,Groceries,Olive Oil 1L,3,263.39,15.0,671.64,556.53,115.11,Cash,In-store,Nourhan S.,0,5.0,True,False
ORD104356,2025-03-20,CUST0468,Laila Sherif,Alexandria,Enterprise,Sports,Yoga Mat,1,462.97,0.0,462.97,224.88,238.09,Card,In-store,Nourhan S.,0,5.0,False,False
ORD100523,2023-04-09,CUST0377,Sara Ibrahim,Aswan,SMB,Clothing,Sneakers,2,1297.27,25.0,1945.9,1383.04,562.86,Cash,In-store,Sara M.,0,2.0,True,False
ORD104140,2025-02-23,CUST0087,Karim Ibrahim,Tanta,Consumer,Electronics,Smart Watch,3,3465.18,0.0,10395.54,6288.99,4106.55,Card,In-store,Nourhan S.,0,5.0,False,False
ORD103989,2025-02-07,CUST0223,Ahmed Ibrahim,Cairo,Consumer,Clothing,Jeans,1,784.31,0.0,784.31,315.54,468.77,Cash,Online,,3,4.0,False,False
ORD101394,2023-10-27,CUST0363,Youssef Hassan,Alexandria,Consumer,Electronics,Phone Case,1,263.19,0.0,263.19,91.31,171.88,Cash,Phone,Khaled T.,0,4.0,False,False
ORD105630,2025-11-01,CUST0547,Laila Abdel Rahman,Tanta,Consumer,Clothing,Women's Dress,2,904.56,0.0,1809.12,798.68,1010.44,Card,Online,Sara M.,2,2.0,False,False
ORD100163,2023-02-07,CUST0541,Dina Sherif,Alexandria,SMB,Clothing,Sneakers,1,1432.25,15.0,1217.41,691.67,525.74,Card,Online,Omar F.,1,4.0,True,False
ORD104194,2025-03-01,CUST0350,Dina Hassan,Alexandria,SMB,Clothing,Jeans,1,788.07,0.0,788.07,314.88,473.19,Installment,Online,Khaled T.,4,5.0,False,False
ORD100802,2023-05-23,CUST0165,Dina Mahmoud,Mansoura,Consumer,Clothing,Sneakers,1,1349.96,0.0,1349.96,733.23,616.73,Card,Online,,3,4.0,False,False
ORD104084,2025-02-17,CUST0132,Youssef Aziz,Cairo,Consumer,Groceries,Olive Oil 1L,1,285.17,0.0,285.17,180.07,105.1,Card,Online,Nourhan S.,1,2.0,False,False
ORD102812,2024-07-05,CUST0447,Youssef Ibrahim,Cairo,SMB,Clothing,Hoodie,1,640.21,0.0,640.21,309.94,330.27,Card,Online,Omar F.,2,4.0,False,False
ORD100269,2023-03-03,CUST0307,Ahmed Farouk,Mansoura,Consumer,Electronics,Bluetooth Speaker,2,1001.68,0.0,2003.36,1104.94,898.42,Card,Online,,2,5.0,False,False
ORD105706,2025-11-15,CUST0366,Khaled El-Sayed,Alexandria,Consumer,Clothing,Hoodie,1,617.19,0.0,617.19,309.26,307.93,Card,In-store,Khaled T.,0,4.0,False,False
ORD104597,2025-04-23,CUST0566,Khaled Farouk,Alexandria,Consumer,Clothing,Women's Dress,5,841.05,0.0,4205.25,1994.65,2210.6,Mobile Wallet,In-store,Nourhan S.,0,4.0,False,False
ORD103402,2024-11-13,CUST0569,Yasmin Hassan,Giza,SMB,Clothing,Sneakers,1,1313.61,0.0,1313.61,723.85,589.76,Card,Phone,Khaled T.,0,3.0,False,False
ORD100018,2023-01-04,CUST0419,Amr Abdel Rahman,Alexandria,Consumer,Clothing,Jeans,1,727.35,0.0,727.35,325.67,401.68,Cash,Online,Omar F.,2,3.0,False,False
ORD102187,2024-03-17,CUST0392,Karim Mahmoud,Giza,Consumer,Clothing,Women's Dress,1,881.29,10.0,793.16,413.85,379.31,Card,Online,Khaled T.,3,5.0,True,False
ORD102447,2024-04-28,CUST0519,Ahmed Ibrahim,Giza,Consumer,Electronics,Wireless Earbuds,2,1184.11,0.0,2368.22,1463.94,904.28,Mobile Wallet,In-store,Youssef A.,0,4.0,False,False
ORD104539,2025-04-13,CUST0104,Youssef Hassan,Cairo,SMB,Electronics,Smart Watch,2,3639.02,15.0,6186.33,4156.14,2030.19,Card,Online,,3,5.0,True,False
ORD103569,2024-11-30,CUST0033,Yasmin El-Sayed,Tanta,Consumer,Groceries,Olive Oil 1L,1,293.73,10.0,264.36,182.89,81.47,Mobile Wallet,Online,,1,5.0,True,False
ORD104155,2025-02-25,CUST0599,Mahmoud Khalil,Mansoura,Consumer,CLOTHING,Women's Dress,2,924.65,0.0,1849.3,835.2,1014.1,Mobile Wallet,In-store,Khaled T.,0,4.0,False,False
ORD105207,2025-08-19,CUST0250,Adel Aziz,Cairo,Enterprise,Home & Kitchen,Air Fryer,1,2800.63,0.0,2800.63,1685.93,1114.7,Cash,Online,Youssef A.,2,5.0,False,False
ORD102130,2024-03-09,CUST0004,Adel Mahmoud,Giza,Consumer,Home & Kitchen,Coffee Maker,2,1549.87,5.0,2944.75,1762.78,1181.97,Card,Online,,2,4.0,True,False
ORD101121,2023-08-24,CUST0567,Nourhan Aziz,Alexandria,Consumer,Sports,Football,1,381.41,0.0,381.41,185.78,195.63,Mobile Wallet,Online,,3,5.0,False,False
ORD105078,2025-07-22,CUST0346,Salma Hassan,Aswan,SMB,Clothing,Sneakers,1,1356.81,0.0,1356.81,734.52,622.29,Cash,Online,,0,3.0,False,False
ORD100099,2023-01-22,CUST0438,Ahmed Farouk,mansoura,Consumer,Home & Kitchen,Vacuum Cleaner,1,2970.62,0.0,2970.62,1811.03,1159.59,Card,In-store,Omar F.,0,1.0,False,False
ORD103627,2024-12-11,CUST0521,Salma Farouk,Giza,Consumer,Home & Kitchen,Coffee Maker,1,1451.8,0.0,1451.8,845.4,606.4,Installment,Online,Omar F.,0,5.0,False,False
ORD105080,2025-07-23,CUST0481,Khaled Mostafa,Alexandria,Consumer,Electronics,Power Bank,2,646.78,0.0,1293.56,698.66,594.9,Card,Online,,4,2.0,False,False
ORD105695,2025-11-12,CUST0562,Amr Farouk,Cairo,Consumer,Home & Kitchen,Air Fryer,1,2624.25,0.0,2624.25,1745.03,879.22,Card,Online,,2,5.0,False,False
ORD102818,2024-07-08,CUST0253,Amr Farouk,Alexandria,Consumer,Home & Kitchen,Coffee Maker,1,1439.03,0.0,1439.03,865.21,573.82,Card,In-store,Sara M.,0,3.0,False,False
ORD102322,2024-04-04,CUST0517,Omar Mostafa,Alexandria,Consumer,Groceries,Olive Oil 1L,5,269.85,0.0,1349.25,905.1,444.15,Card,Online,,5,4.0,False,False
ORD101770,2024-01-03,CUST0436,Tarek Khalil,Cairo,Consumer,Beauty,Skincare Set,1,743.63,0.0,743.63,342.44,401.19,Mobile Wallet,Online,,0,5.0,False,False
ORD102513,2024-05-11,CUST0077,Hassan Farouk,Cairo,Consumer,SPORTS,Dumbbell Set,1,1808.3,0.0,1808.3,1085.17,723.13,Mobile Wallet,Online,Omar F.,0,4.0,False,False
ORD104287,2025-03-12,CUST0412,Mahmoud Khalil,Alexandria,Consumer,Beauty,Perfume,1,1208.56,10.0,1087.7,607.63,480.07,Installment,Online,,3,1.0,True,False
ORD101786,2024-01-06,CUST0302,Sara Sherif,Giza,Consumer,Clothing,Sneakers,1,1387.54,0.0,1387.54,729.4,658.14,Cash,Online,,4,3.0,False,False
ORD102229,2024-03-22,CUST0288,Ahmed Abdel Rahman,Cairo,SMB,Electronics,Power Bank,2,591.44,0.0,1182.88,716.48,466.4,Mobile Wallet,In-store,Omar F.,0,4.0,False,False
ORD104807,2025-05-31,CUST0024,Amr Mahmoud,Mansoura,SMB,Clothing,Sneakers,1,1383.62,0.0,-1383.62,676.12,-707.5,Cash,Phone,Mona K.,0,4.0,False,True
ORD105578,2025-10-25,CUST0217,Nada Khalil,Alexandria,Consumer,Home & Kitchen,Coffee Maker,1,1577.18,0.0,-1577.18,892.45,-684.73,Card,Online,,1,2.0,False,True
ORD103435,2024-11-20,CUST0068,Mona Sherif,Cairo,SMB,Electronics,Wireless Earbuds,1,1226.91,10.0,1104.22,729.24,374.98,Cash,Online,Omar F.,5,5.0,True,False
ORD101988,2024-02-16,CUST0019,Hassan Mahmoud,Mansoura,Enterprise,Home & Kitchen,Blender,3,1117.96,0.0,3353.88,1824.81,1529.07,Card,Online,Youssef A.,4,4.0,False,False
ORD102162,2024-03-14,CUST0022,Hassan Sherif,Giza,Consumer,Electronics,Smart Watch,1,3423.47,0.0,3423.47,2037.52,1385.95,Cash,Online,,3,5.0,False,False
ORD102689,2024-06-11,CUST0292,Mahmoud Farouk,Giza,Consumer,Electronics,Wireless Earbuds,1,1277.4,0.0,1277.4,720.33,557.07,Mobile Wallet,In-store,Nourhan S.,0,1.0,False,False
ORD103418,2024-11-16,CUST0417,Nourhan El-Sayed,Tanta,Consumer,Electronics,Bluetooth Speaker,2,970.82,0.0,1941.64,1045.82,895.82,Mobile Wallet,In-store,Nourhan S.,0,5.0,False,False
ORD102905,2024-07-29,CUST0107,Ahmed Khalil,Cairo,SMB,Home & Kitchen,Air Fryer,1,2960.83,0.0,2960.83,1700.71,1260.12,Cash,Online,,3,5.0,False,False
ORD104808,2025-05-31,CUST0224,Laila Sherif,Alexandria,Consumer,Electronics,Bluetooth Speaker,1,963.95,0.0,963.95,534.61,429.34,Cash,In-store,Youssef A.,0,5.0,False,False
ORD101197,2023-09-10,CUST0297,Youssef Mahmoud,Cairo,Consumer,Home & Kitchen,Cookware Set,5,2313.86,0.0,11569.3,6659.75,4909.55,Mobile Wallet,In-store,Omar F.,0,5.0,False,False
ORD104758,2025-05-22,CUST0297,Youssef Mahmoud,Cairo,Consumer,Beauty,Makeup Kit,1,592.84,0.0,592.84,242.74,350.1,Cash,Online,,3,2.0,False,False
ORD104448,2025-03-30,CUST0271,Mona Farouk,Aswan,Consumer,Clothing,Hoodie,2,632.94,0.0,1265.88,597.04,668.84,Mobile Wallet,Online,Omar F.,3,5.0,False,False
ORD105499,2025-10-11,CUST0545,Laila Ibrahim,Mansoura,Consumer,Groceries,Olive Oil 1L,1,263.89,0.0,263.89,184.11,79.78,Cash,Online,Mona K.,1,3.0,False,False
ORD102719,2024-06-16,CUST0078,Ahmed Hassan,Alexandria,Consumer,Beauty,Makeup Kit,1,567.31,5.0,538.94,256.16,282.78,Mobile Wallet,Online,Sara M.,3,4.0,True,False
ORD101152,2023-09-01,CUST0439,Hassan Ibrahim,Alexandria,Consumer,Sports,Football,1,405.65,0.0,405.65,174.22,231.43,Installment,Online,,2,5.0,False,False
ORD105847,2025-11-28,CUST0183,Amr Hassan,Aswan,SMB,Beauty,Skincare Set,1,785.18,10.0,706.66,340.68,365.98,Cash,In-store,Sara M.,0,5.0,True,False
ORD105738,2025-11-19,CUST0289,Nourhan Sherif,Alexandria,SMB,Groceries,Rice 5kg,1,205.2,0.0,205.2,151.57,53.63,Card,Online,,5,5.0,False,False
ORD103364,2024-11-06,CUST0179,Ahmed Khalil,Cairo,Consumer,Home & Kitchen,Vacuum Cleaner,1,3399.01,0.0,3399.01,1935.81,1463.2,Cash,Online,Omar F.,0,3.0,False,False
ORD105924,2025-12-05,CUST0196,Khaled Abdel Rahman,Cairo,SMB,Beauty,Perfume,2,1328.13,0.0,2656.26,1200.96,1455.3,Card,In-store,Omar F.,0,4.0,False,False
ORD100358,2023-03-16,CUST0020,Salma Mostafa,Giza,Consumer,Clothing,Women's Dress,1,844.08,0.0,844.08,384.62,459.46,Cash,Online,Sara M.,5,4.0,False,False
ORD101658,2023-12-12,CUST0469,Nada Ibrahim,Cairo,Consumer,Electronics,Phone Case,2,231.02,0.0,462.04,175.64,286.4,Installment,In-store,Youssef A.,0,5.0,False,False
ORD104639,2025-04-30,CUST0372,Karim Sherif,Alexandria,SMB,Electronics,Power Bank,5,630.54,10.0,2837.43,1794.9,1042.53,Card,In-store,Omar F.,0,4.0,True,False
ORD100375,2023-03-18,CUST0381,Heba Sherif,Giza,Consumer,Home & Kitchen,Coffee Maker,1,1508.17,0.0,1508.17,882.25,625.92,Cash,Online,Mona K.,2,5.0,False,False
ORD100510,2023-04-08,CUST0095,Mahmoud Khalil,Aswan,Consumer,Groceries,Olive Oil 1L,2,264.66,0.0,529.32,363.4,165.92,Card,Online,Khaled T.,3,5.0,False,False
ORD105036,2025-07-12,CUST0440,Hassan Khalil,Giza,SMB,Clothing,Hoodie,5,612.34,0.0,3061.7,1436.6,1625.1,Cash,Online,,0,5.0,False,False
ORD104118,2025-02-21,CUST0552,Heba Khalil,Aswan,Consumer,Electronics,Wireless Earbuds,1,1209.94,0.0,1209.94,726.25,483.69,Installment,In-store,Khaled T.,0,5.0,False,False
ORD102252,2024-03-24,CUST0398,Amr Mostafa,Alexandria,Consumer,Sports,Yoga Mat,1,427.49,0.0,427.49,216.06,211.43,Cash,In-store,Nourhan S.,0,4.0,False,False
ORD103128,2024-09-17,CUST0005,Mahmoud Khalil,Alexandria,Consumer,Home & Kitchen,Cookware Set,3,2081.08,15.0,5306.75,3716.46,1590.29,Cash,In-store,Mona K.,0,3.0,True,False
ORD101280,2023-09-29,CUST0316,Amr Ibrahim,Alexandria,SMB,Home & Kitchen,Vacuum Cleaner,5,3162.0,0.0,15810.0,9244.6,6565.4,Installment,In-store,Sara M.,0,2.0,False,False
ORD105107,2025-07-29,CUST0009,Yasmin Abdel Rahman,Cairo,Consumer,Home & Kitchen,Air Fryer,1,2579.59,0.0,2579.59,1722.14,857.45,Cash,In-store,Sara M.,0,,False,False
ORD103526,2024-11-28,CUST0485,Mahmoud Farouk,Giza,Consumer,Clothing,Sneakers,1,1422.32,10.0,1280.09,733.31,546.78,Card,In-store,Omar F.,0,3.0,True,False
ORD102704,2024-06-13,CUST0068,Mona Sherif,Cairo,SMB,Sports,Dumbbell Set,1,1790.84,0.0,1790.84,1133.25,657.59,Card,Online,,2,5.0,False,False
ORD100291,2023-03-07,CUST0200,Heba Farouk,Mansoura,Consumer,Home & Kitchen,Vacuum Cleaner,1,2989.81,0.0,2989.81,1884.42,1105.39,Mobile Wallet,Online,,0,4.0,False,False
ORD105193,2025-08-15,CUST0442,Youssef Ibrahim,Mansoura,SMB,Clothing,Jeans,1,744.44,0.0,744.44,308.63,435.81,Cash,In-store,Sara M.,0,5.0,False,False
ORD101161,2023-09-03,CUST0496,Khaled Khalil,Alexandria,Consumer,Clothing,Men's T-Shirt,3,338.54,0.0,1015.62,438.6,577.02,Card,In-store,Mona K.,0,4.0,False,False
ORD100618,2023-04-21,CUST0444,Heba Farouk,Aswan,Consumer,Clothing,Women's Dress,2,871.3,0.0,1742.6,804.06,938.54,Cash,Online,Youssef A.,0,5.0,False,False
ORD103971,2025-02-05,CUST0309,Nourhan El-Sayed,Giza,SMB,Beauty,Makeup Kit,1,634.28,0.0,634.28,259.04,375.24,Card,Online,,2,3.0,False,False
ORD100692,2023-05-02,CUST0498,Dina Ibrahim,alexandria,Consumer,Beauty,Perfume,1,1394.49,0.0,1394.49,578.54,815.95,Card,Online,Nourhan S.,2,,False,False
ORD105701,2025-11-13,CUST0137,Laila Mahmoud,Aswan,Consumer,Clothing,Sneakers,1,1320.75,0.0,1320.75,733.49,587.26,Mobile Wallet,Online,Youssef A.,2,5.0,False,False
ORD101118,2023-08-22,CUST0419,Amr Abdel Rahman,Alexandria,Consumer,Beauty,Hair Dryer,1,928.89,0.0,928.89,437.59,491.3,Cash,Phone,Mona K.,0,5.0,False,False
ORD105876,2025-11-30,CUST0069,Tarek Aziz,Cairo,Enterprise,Clothing,Jeans,1,748.18,25.0,561.14,325.63,235.51,Cash,Online,Nourhan S.,2,5.0,True,False
ORD102280,2024-03-28,CUST0149,Hassan Farouk,Alexandria,Consumer,Beauty,Hair Dryer,2,920.68,0.0,1841.36,870.04,971.32,Cash,Online,Youssef A.,3,4.0,False,False
ORD102324,2024-04-05,CUST0059,Heba Mahmoud,tanta,Consumer,Groceries,Olive Oil 1L,2,297.63,0.0,595.26,370.4,224.86,Mobile Wallet,Online,Youssef A.,0,4.0,False,False
ORD102397,2024-04-17,CUST0507,Amr Farouk,aswan,Consumer,Groceries,Rice 5kg,1,219.89,0.0,219.89,151.33,68.56,Card,Online,Sara M.,3,4.0,False,False
ORD101687,2023-12-21,CUST0123,Ahmed Khalil,Tanta,Consumer,Sports,Running Shoes,1,1554.21,0.0,1554.21,892.02,662.19,Mobile Wallet,Online,,1,2.0,False,False
ORD100571,2023-04-15,CUST0238,Youssef Ibrahim,Giza,Consumer,Clothing,Sneakers,1,1336.81,0.0,1336.81,710.34,626.47,Card,Online,Omar F.,1,5.0,False,False
ORD102166,2024-03-14,CUST0394,Karim Mostafa,Alexandria,SMB,Groceries,Rice 5kg,2,235.95,0.0,471.9,308.02,163.88,Installment,Phone,Mona K.,0,4.0,False,False
ORD106003,2025-12-20,CUST0190,Hassan Farouk,Mansoura,SMB,Sports,Running Shoes,1,1659.51,0.0,1659.51,835.54,823.97,Mobile Wallet,In-store,Mona K.,0,5.0,False,False
ORD103838,2025-01-14,CUST0080,Amr Abdel Rahman,Alexandria,SMB,Groceries,Honey Jar,1,295.75,0.0,295.75,190.93,104.82,Cash,Phone,Sara M.,0,3.0,False,False
ORD100129,2023-01-30,CUST0583,Salma Farouk,Cairo,Consumer,Sports,Running Shoes,1,1553.05,0.0,1553.05,831.78,721.27,Card,Online,Nourhan S.,2,3.0,False,False
ORD103900,2025-01-25,CUST0356,Nourhan Farouk,Cairo,Consumer,Clothing,Jeans,2,770.08,0.0,1540.16,621.26,918.9,Cash,In-store,Youssef A.,0,5.0,False,False
ORD101104,2023-08-19,CUST0252,Adel Sherif,Alexandria,SMB,Clothing,Sneakers,1,1484.72,0.0,1484.72,731.88,752.84,Card,Phone,Nourhan S.,0,5.0,False,False
ORD100452,2023-03-30,CUST0367,Dina Abdel Rahman,Cairo,Consumer,Clothing,Jeans,1,713.61,0.0,713.61,332.66,380.95,Mobile Wallet,Online,Youssef A.,2,4.0,False,False
ORD103941,2025-02-01,CUST0288,Ahmed Abdel Rahman,cairo,SMB,Sports,Yoga Mat,3,449.31,0.0,1347.93,678.6,669.33,Mobile Wallet,Online,Nourhan S.,3,5.0,False,False
ORD101972,2024-02-12,CUST0488,Nourhan Khalil,Alexandria,Enterprise,Clothing,Sneakers,1,1388.79,0.0,1388.79,684.9,703.89,Cash,Online,,3,5.0,False,False
ORD101873,2024-01-26,CUST0035,Heba Khalil,Cairo,Consumer,Beauty,Perfume,1,1196.05,0.0,1196.05,618.17,577.88,Mobile Wallet,Online,Youssef A.,4,5.0,False,False
ORD101255,2023-09-24,CUST0423,Adel Farouk,Tanta,Consumer,Groceries,Honey Jar,2,323.67,0.0,647.34,392.48,254.86,Card,In-store,Nourhan S.,0,2.0,False,False
ORD105954,2025-12-11,CUST0368,Nourhan Ibrahim,Tanta,Consumer,Groceries,Coffee 250g,1,184.41,0.0,184.41,100.6,83.81,Cash,Online,,5,1.0,False,False
ORD105247,2025-08-27,CUST0302,Sara Sherif,Giza,Consumer,Electronics,Smart Watch,1,3228.26,0.0,3228.26,2135.09,1093.17,Cash,Online,Youssef A.,2,5.0,False,False
ORD103844,2025-01-15,CUST0216,Mona Ibrahim,Giza,SMB,Beauty,Makeup Kit,1,636.57,0.0,636.57,245.69,390.88,Installment,Phone,Sara M.,0,,False,False
ORD100996,2023-07-16,CUST0254,Khaled Hassan,Cairo,Consumer,Sports,Running Shoes,1,1692.58,5.0,1607.95,845.86,762.09,Card,Online,,3,4.0,True,False
ORD105945,2025-12-10,CUST0551,Mona Hassan,Alexandria,Consumer,Clothing,Sneakers,1,1412.97,0.0,1412.97,721.86,691.11,Card,Online,Khaled T.,4,4.0,False,False
ORD100557,2023-04-13,CUST0359,Rania Abdel Rahman,Tanta,SMB,Groceries,Rice 5kg,1,218.62,0.0,218.62,155.86,62.76,Installment,Phone,Mona K.,0,,False,False
ORD100738,2023-05-11,CUST0268,Heba Khalil,Cairo,SMB,Clothing,Sneakers,1,1359.26,0.0,1359.26,677.38,681.88,Mobile Wallet,Online,,5,4.0,False,False
ORD105591,2025-10-27,CUST0597,Adel Farouk,Mansoura,Consumer,Electronics,Power Bank,1,562.88,0.0,562.88,354.77,208.11,Card,In-store,Sara M.,0,1.0,False,False
ORD104620,2025-04-27,CUST0014,Rania Hassan,Alexandria,Consumer,Beauty,Hair Dryer,1,872.7,0.0,872.7,469.02,403.68,Cash,Online,,7,4.0,False,False
ORD100145,2023-02-03,CUST0336,Youssef El-Sayed,Tanta,Consumer,Clothing,Women's Dress,1,887.24,10.0,798.52,385.06,413.46,Card,Online,Khaled T.,2,3.0,True,False
ORD100482,2023-04-03,CUST0555,Heba Mahmoud,Cairo,SMB,Groceries,Olive Oil 1L,1,265.51,0.0,265.51,176.14,89.37,Mobile Wallet,In-store,Nourhan S.,0,5.0,False,False
ORD105211,2025-08-19,CUST0312,Mona Sherif,Tanta,Consumer,Beauty,Skincare Set,1,737.9,0.0,737.9,341.32,396.58,Mobile Wallet,In-store,Omar F.,0,4.0,False,False
ORD100305,2023-03-10,CUST0313,Salma Farouk,Cairo,Consumer,Sports,Football,2,374.07,0.0,748.14,375.12,373.02,Card,Phone,Youssef A.,0,5.0,False,False
ORD103846,2025-01-15,CUST0147,Yasmin Farouk,Cairo,SMB,Beauty,Perfume,1,1213.84,0.0,1213.84,582.46,631.38,Card,Online,Khaled T.,2,4.0,False,False
ORD104491,2025-04-04,CUST0246,Nada Aziz,Giza,SMB,Electronics,Power Bank,1,609.44,0.0,609.44,343.98,265.46,Cash,Online,Mona K.,0,4.0,False,False
ORD100126,2023-01-29,CUST0571,Yasmin Khalil,Cairo,Consumer,Beauty,Perfume,1,1389.05,0.0,1389.05,620.69,768.36,Card,In-store,Nourhan S.,0,5.0,False,False
ORD103462,2024-11-22,CUST0281,Adel Mahmoud,Cairo,Consumer,Beauty,Skincare Set,1,840.92,20.0,672.74,344.55,328.19,Card,Online,Sara M.,4,5.0,True,False
